,source,author,title,description,url,urlToImage,publishedAt,content
11,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Anthony Ha,Daily Crunch: China pressures Apple,"The Daily Crunch is TechCrunch’s roundup of our biggest and most important stories. If you’d like to get this delivered to your inbox every day at around 9am Pacific, you can subscribe here. 1. China attacks Apple for allowing Hong Kong crowdsourced police ac…",http://techcrunch.com/2019/10/09/daily-crunch-china-pressures-apple/,https://techcrunch.com/wp-content/uploads/2018/05/gettyimages-913147778.jpg?w=600,2019-10-09T17:05:55Z,"The Daily Crunch is TechCrunch’s roundup of our biggest and most important stories. If you’d like to get this delivered to your inbox every day at around 9am Pacific, you can subscribe here.
1. China attacks Apple for allowing Hong Kong crowdsourced police a… [+2063 chars]"
12,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","Chris Buckley, Mike Ives and Steven Lee Myers","Protests Erupt Across Hong Kong, Overshadowing Xi’s Big Parade",The contrast of National Day pageantry in Beijing versus anti-government mayhem in Hong Kong was almost certainly infuriating to President Xi Jinping.,https://www.nytimes.com/2019/10/01/world/asia/hong-kong-protest.html,https://static01.nyt.com/images/2019/10/01/world/01china-hk-1/01china-hk-1-facebookJumbo.jpg,2019-10-01T16:48:54Z,"Hong Kongs embattled chief executive, Carrie Lam, attended the parade, seated on the rostrum of the Tiananmen Gate with Mr. Xi, and former leaders, the members of the Communist Partys Standing Committee and other provincial leaders. Her critics in Hong Kong d… [+1309 chars]"
13,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Raymond Zhong and Tiffany May,"Hong Kong Police, Seen as ‘Hounds After Rabbits,’ Face Rising Rage",The shooting of a teenage protester has amplified anger at a police force that some see as a symbol of Beijing’s unchecked power.,https://www.nytimes.com/2019/10/03/world/asia/hong-kong-protests-police.html,https://static01.nyt.com/images/2019/10/02/world/02hk-police-2/02hk-police-2-facebookJumbo.jpg,2019-10-03T10:00:44Z,"Dont you dare lay a finger on those girls! yelled Mei Wong, a 60-year-old resident. You wont have a good afterlife if you do. 
In a sign of the strain on officers, one police group has called for the Hong Kong government to impose curfews or adopt other emer… [+1062 chars]"
14,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,"Mainland Chinese army, police not part of Hong Kong police operations: Hong Kong government","China's mainland army and police are not part of Hong Kong police operations, the city's government said on Thursday, responding to rumors the People's Liberation Army (PLA) and mainland police were involved in trying to quell pro-democracy unrest.",https://www.reuters.com/article/us-hongkong-protests-pla-idUSKBN1WP1PH,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-10T12:10:43Z,"HONG KONG (Reuters) - China’s mainland army and police are not part of Hong Kong police operations, the city’s government said on Thursday, responding to rumors the People’s Liberation Army (PLA) and mainland police were involved in trying to quell pro-democr… [+802 chars]"
15,"{'id': 'the-verge', 'name': 'The Verge'}",Nick Statt,Apple removes Quartz news app from the Chinese App Store over Hong Kong coverage,"Apple has removed US publication Quartz’s mobile news app from the Chinese version of its App Store over complaints from the country’s government. According to Quartz, this is due to the publication’s ongoing coverage of the Hong Kong protests, and the compan…",https://www.theverge.com/2019/10/9/20907228/apple-quartz-app-store-china-removal-hong-kong-protests-censorship,https://cdn.vox-cdn.com/thumbor/VkinbTV6ft2ALfdbTIm35iYqFNc=/0x430:6000x3571/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19274081/1174670988.jpg.jpg,2019-10-10T01:00:07Z,"Quartz says its website has also been banned in mainland China
Photo by Anthony Kwan/Getty Images
News organization Quartz tells The Verge that Apple has removed its mobile app from the Chinese version of its App Store after complaints from the Chinese gove… [+4565 chars]"
16,"{'id': 'mashable', 'name': 'Mashable'}",Stan Schroeder,Tim Cook on Hong Kong protest app removal: We did it to protect our users,"Apple has received a fair amount of backlash over its decision to ban an app that allows Hong Kong protesters to track the location of police, ambulance, road closures, tear gas, and other information about the city. Now, in an internal memo seen by Reuters, …",https://mashable.com/article/tim-cook-hong-kong-app/,https://mondrian.mashable.com/2019%252F10%252F11%252F52%252F215904578bdd44b5908afda839c6e4d5.a8d23.jpg%252F1200x630.jpg?signature=e8VHOGJWMVa8Mv_thgPBJ2vqHf8=,2019-10-11T11:01:39Z,"Apple has received a fair amount of backlash over its decision to ban an app that allows Hong Kong protesters to track the location of police, ambulance, road closures, tear gas, and other information about the city. 
Now, in an internal memo seen by Reuters… [+1655 chars]"
17,"{'id': 'mashable', 'name': 'Mashable'}",Haidee Chu,Apple banned his Hong Kong protest app from the App Store. Now he wants answers.,"An app that tracks police and protests in Hong Kong has been banned — and its creator wants to know why. HKMap Live crowdsources information — locations of police and ambulance presence, tear gas, water cannons, illegal protests, etc. — from users in real tim…",https://mashable.com/article/apple-rejects-hongkong-protest-app/,https://mondrian.mashable.com/2019%252F10%252F03%252Fca%252F0215276bb68c4e2d927d053db53e9679.a0d5b.jpg%252F1200x630.jpg?signature=pHT1-fxCrZhadd_orfLAWoCQadw=,2019-10-03T21:36:29Z,"An app that tracks police and protests in Hong Kong has been banned and its creator wants to know why.
HKMap Live crowdsources information locations of police and ambulance presence, tear gas, water cannons, illegal protests, etc. from users in real time to … [+3083 chars]"
18,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Austin Ramzy,Hong Kong Protesters Plan to March Despite Attacks and Police Ban,"The Sunday demonstration, which follows 20 weeks of antigovernment protests, will be a test of the movement’s strength amid increasing violence",https://www.nytimes.com/2019/10/20/world/asia/hong-kong-protests.html,https://static01.nyt.com/images/2019/10/20/video/HongKong_LastLetters/HongKong_LastLetters-facebookJumbo.jpg,2019-10-20T04:03:14Z,"It is time for Hong Kong people to speak out, Mr. Chan said Saturday. When we can gather enough people, we will be safe and we will be able to exert pressure to the government. But if we dont come out tomorrow, then violence will prevail and escalate: the vio… [+718 chars]"
19,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Austin Ramzy,Hong Kong Frees Murder Suspect Whose Case Led to Protests,"The extradition bill that ignited the city’s crisis was meant to address the case of Chan Tong-kai, who is wanted in Taiwan. He says he will surrender there.",https://www.nytimes.com/2019/10/22/world/asia/hong-kong-extradition.html,https://static01.nyt.com/images/2019/10/23/world/23hongkong1/23hongkong1-facebookJumbo.jpg,2019-10-23T02:04:29Z,"China claims Taiwan is part of its territory, and Hong Kong, a semiautonomous region of China, is wary of any arrangement that would seem to confer recognition on Taiwans government. Taiwanese officials, for their part, have complained about a lack of coopera… [+1357 chars]"
20,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,"Hong Kong protesters block traffic, taunt police","Hong Kong protesters blocked a key road next to the Hong Kong headquarters of China's People's Liberation Army on Saturday, just yards from a peaceful pro-democracy rally.",https://www.reuters.com/article/us-hongkong-protests-helicopter-idUSKBN1WD0CG,https://s1.reutersmedia.net/resources/r/?m=02&d=20190928&t=2&i=1434867603&w=1200&r=LYNXMPEF8R0CA,2019-09-28T11:58:54Z,"HONG KONG (Reuters) - Hong Kong protesters blocked a key road next to the Hong Kong headquarters of China’s People’s Liberation Army on Saturday, just yards from a peaceful pro-democracy rally. 
They were shouting obscenities at police, daubing anti-governme… [+190 chars]"
21,"{'id': 'cnn', 'name': 'CNN'}",,Watch police fire tear gas at protesters,"Protesters continue to clash with police for the 17th consecutive week, launching petrol bombs and bricks in clashes ahead of celebrations to mark the 70th anniversary of the People's Republic of China. CNN's Will Ripley reports live from Hong Kong.",https://www.cnn.com/videos/world/2019/10/01/hong-kong-protests-police-teargas-anniversary-china-ripley-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191001045845-hong-kong-super-tease.jpg,2019-10-01T09:17:34Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.
22,"{'id': 'cnn', 'name': 'CNN'}","Jordan Valinsky, CNN Business",Apple CEO defends removing an app used by Hong Kong protesters,"In the latest struggle for an American company to navigate the tricky waters of doing business in China, Apple CEO Tim Cook defended his company's decision to pull a map app that Hong Kong protesters had used to track police.",https://www.cnn.com/2019/10/11/tech/apple-tim-cook-letter-hkmap-live/index.html,https://cdn.cnn.com/cnnnext/dam/assets/191011072236-tim-cook-file-190712-super-tease.jpg,2019-10-11T13:08:36Z,
23,"{'id': 'cnn', 'name': 'CNN'}","Helen Regan, CNN",Hong Kong protest organizer attacked with hammers and knives,The leader of one of Hong Kong's most prominent pro-democracy groups was hospitalized Wednesday evening after being attacked by a group of men wielding hammers and knives.,https://www.cnn.com/2019/10/16/asia/hong-kong-jimmy-sham-attack-intl-hnk/index.html,https://cdn.cnn.com/cnnnext/dam/assets/191017103644-jimmy-sham-super-tease.jpg,2019-10-17T03:37:47Z,"Hong Kong (CNN)The leader of one of Hong Kong's most prominent pro-democracy groups was hospitalized Wednesday evening after being attacked by a group of men wielding hammers and knives.
Jimmy Sham, convenor of the Civil Human Rights Front (CHRF), which has … [+3512 chars]"
24,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Jonathan Shieber,"Apple’s China stance makes for strange political alliances, as AOC and Ted Cruz slam the company","In a rare instance of bipartisanship overcoming the rancorous discord that’s been the hallmark of the U.S. Congress, senators and sepresentatives issued a scathing rebuke to Apple for its decision to take down an app at the request of the Chinese government. …",http://techcrunch.com/2019/10/18/apples-china-stance-makes-for-strange-political-alliances-as-aoc-and-ted-cruz-slam-the-company/,https://techcrunch.com/wp-content/uploads/2019/10/GettyImages-1077095122.jpg?w=589,2019-10-19T00:26:35Z,"In a rare instance of bipartisanship overcoming the rancorous discord that’s been the hallmark of the U.S. Congress, senators and sepresentatives issued a scathing rebuke to Apple for its decision to take down an app at the request of the Chinese government.… [+3202 chars]"
25,"{'id': None, 'name': 'Gizmodo.com'}",Jennings Brown,"Tim Cook Explains Why Apple Sold Out Hong Kong Protestors, Doubles Down",Apple CEO Tim Cook has explained why his company decided to succumb to China’s pressure and remove an app that was being used by Honk Kong pro-democracy protestors. Read more...,https://gizmodo.com/tim-cook-explains-why-apple-sold-out-hong-kong-protesto-1838953131,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/avhngw8tri8yy7ro6zrc.jpg",2019-10-10T22:06:00Z,"Apple CEO Tim Cook has explained why his company decided to succumb to Chinas pressure and remove an app that was being used by Honk Kong pro-democracy protestors. 
Protesters had been using the HKmap.live app to monitor police movement based on crowdsourced… [+2780 chars]"
26,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,The murder behind the Hong Kong protests: A case where no one wants the killer,Chan Tong-kai's alleged crime and attempted extradition sparked months of protests in Hong Kong.,https://www.bbc.co.uk/news/world-asia-china-50148577,https://ichef.bbci.co.uk/news/1024/branded_news/1522D/production/_109337568_971a946d-8212-41be-9c34-f5b1443dab05.jpg,2019-10-23T10:09:37Z,"Image copyrightFacebookImage caption
 Poon Hiu-wing was murdered out of jealousy
On 17 February last year, a young Hong Kong couple's holiday in Taiwan went terribly wrong.
The night before they were due to leave, the couple bought a large pink suitcase at… [+7157 chars]"
27,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Javier C. Hernández,Hong Kong Leader’s Annual Speech Is Disrupted by Jeering Lawmakers,"Carrie Lam, the chief executive, retreated twice from the Legislative Council podium as pro-democracy lawmakers shouted and demanded her resignation.",https://www.nytimes.com/2019/10/16/world/asia/hong-kong-protests-carrie-lam.html,https://static01.nyt.com/images/2019/10/16/world/16hk-lam1-sub/16hk-lam1-sub-facebookJumbo.jpg,2019-10-16T04:10:49Z,"On July 1, the anniversary of Hong Kongs return to Chinese rule, demonstrators besieged and smashed their way into the offices, then defaced the room in which Mrs. Lam tried to speak on Wednesday. The protests, which began in June in opposition to a contentio… [+1818 chars]"
28,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Hong Kong protests: Authorities to announce face mask ban,Authorities plan to invoke emergency powers on Friday to impose the ban at public gatherings.,https://www.bbc.co.uk/news/world-asia-china-49918889,https://ichef.bbci.co.uk/news/1024/branded_news/1930/production/_109084460_gettyimages-1173037961.jpg,2019-10-03T10:10:13Z,"Image copyrightGetty Images
Hong Kong's government is set to announce ban on wearing face masks at public gatherings, local media report. 
Officials plan to use emergency legislation dating from the colonial era to invoke the measure, aimed at quelling anti… [+2985 chars]"
29,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Hong Kong releases murder suspect who sparked protest crisis,"Chan Tong-kai's case led to plans for changes to extradition law, triggering broad anti-government protests.",https://www.bbc.co.uk/news/world-asia-china-50148569,https://ichef.bbci.co.uk/news/1024/branded_news/FE1D/production/_109335056_hi057486695.jpg,2019-10-23T02:19:11Z,"Image copyrightReutersImage caption
 Chan Tong-kai says he is now willing to face charges in Taiwan
Hong Kong has released from prison the murder suspect whose case triggered the city's mass protests and led to a diplomatic row.
Chan Tong-kai, 20, is accus… [+1414 chars]"
30,"{'id': 'mashable', 'name': 'Mashable'}",Natasha Pinon,Here's a growing list of companies bowing to China censorship pressure,"While the spotlight has been shining brightly on the NBA for its handling of a critical tweet about China's response to pro-democracy protests in Hong Kong, the NBA isn't alone. Major global companies have been bowing to both direct and indirect pressure from…",https://mashable.com/article/china-censorship-companies-hong-kong-protests-nba/,https://mondrian.mashable.com/2019%252F10%252F10%252F24%252Fd2a4b71959a842c894c4b0fcaf521166.78282.jpg%252F1200x630.jpg?signature=2Lbi60KPmldN5xvkaTvowpq1FMQ=,2019-10-10T22:48:39Z,"While the spotlight has been shining brightly on the NBA for its handling of a critical tweet about China's response to pro-democracy protests in Hong Kong, the NBA isn't alone. Major global companies have been bowing to both direct and indirect pressure from… [+5538 chars]"
31,"{'id': None, 'name': 'Businessmirror.com.ph'}",https://www.facebook.com/BusinessMirror/,Police officer slashed in neck as violence in Hong Kong escalates - Bloomberg News - Business Mirror,Police officer slashed in neck as violence in Hong Kong escalates - Bloomberg News Business Mirror Hong Kong gears up for pro-democracy rally after latest weekend of unrest ABS-CBN News Hong Kong news outlet driver allegedly shot by police during weekend prot…,https://businessmirror.com.ph/2019/10/15/police-officer-slashed-in-neck-as-violence-in-hong-kong-escalates/,https://businessmirror.com.ph/wp-content/uploads/2019/10/11598552-3x2-700x467.jpg,2019-10-14T16:05:35Z,"A Hong Kong police officer was slashed in the neck by a protester on Sunday as clashes continued following an escalation of violence earlier this month in demonstrations that began in June.
Demonstrators spread out across 18 districts
on Sunday in scattered… [+4681 chars]"
32,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong police association to build retirement property for staff in mainland China,"A Hong Kong police association has told its members it is in talks with Chinese property developer Agile Group <3383.HK> to develop a ""Hong Kong City"" in southern China for their retirement, according to a letter seen by Reuters.",https://www.reuters.com/article/us-hongkong-protests-police-idUSKBN1WX0N0,https://s3.reutersmedia.net/resources/r/?m=02&d=20191018&t=2&i=1442188971&w=1200&r=LYNXMPEF9H0EP,2019-10-18T07:00:33Z,"HONG KONG (Reuters) - A Hong Kong police association has told its members it is in talks with Chinese property developer Agile Group (3383.HK) to develop a “Hong Kong City” in southern China for their retirement, according to a letter seen by Reuters. 
The l… [+2098 chars]"
33,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",The Editorial Board,Cheers in Beijing Can’t Drown Out the Protesters in Hong Kong,"As President Xi celebrates 70 years of Communist rule, a democratic enclave resists.",https://www.nytimes.com/2019/10/01/opinion/hong-kong-china.html,https://static01.nyt.com/images/2019/10/02/opinion/01chinaWeb/01chinaWeb-facebookJumbo.jpg,2019-10-02T00:34:44Z,"That some protesters have resorted to violence, including firebombs and bats, can only be condemned, as must be the excessive force of the police. The demonstrations had, and have, far greater power when they are peaceful.
That is one message liberal democra… [+823 chars]"
34,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Russell Goldman and Tiffany May,Homemade Bomb Detonated for First Time in Hong Kong Protests,"The explosive device, set off with a mobile phone, indicated an escalation in the street-level arms race between police officers and the protesters.",https://www.nytimes.com/2019/10/14/world/asia/hong-kong-bomb-ied.html,https://static01.nyt.com/images/2019/10/14/world/14hk-bomb/14hk-bomb-facebookJumbo.jpg,2019-10-14T10:21:25Z,"These people doing violent acts are not protesters. They are indeed rioters and criminals that are destroying our rule of law, Mr. Tang said. Whatever causes they claim they are fighting for can never justify such triad-like behavior, he added, referring to o… [+896 chars]"
35,"{'id': 'reuters', 'name': 'Reuters'}",Felix Tam,Hong Kong teen shot by police was 'rioting': prosecutor,"The 18-year-old protester shot in the chest by Hong Kong police this week was throwing bricks and ""rioting"" at the time he was wounded, a prosecutor told a court packed with his supporters on Friday.",https://www.reuters.com/article/us-hongkong-protests-student-idUSKBN1WJ0T9,https://s4.reutersmedia.net/resources/r/?m=02&d=20191004&t=2&i=1436953807&w=1200&r=LYNXMPEF930LX,2019-10-04T08:18:36Z,"YANGON (Reuters) - The 18-year-old protester shot in the chest by Hong Kong police this week was throwing bricks and “rioting” at the time he was wounded, a prosecutor told a court packed with his supporters on Friday. 
Tsang Chi-kin, also known as Tony Tsan… [+1726 chars]"
36,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong police fire tear gas as protesters gather,"Hong Kong police fired tear gas as a few hundred protesters gather outside Prince Edward metro station in the Mongkok district, a focal point for demonstrations, a Reuters witness said on Monday.",https://www.reuters.com/article/us-hongkong-protests-teargas-idUSKBN1WM18E,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-07T11:56:50Z,"HONG KONG (Reuters) - Hong Kong police fired tear gas as a few hundred protesters gather outside Prince Edward metro station in the Mongkok district, a focal point for demonstrations, a Reuters witness said on Monday. 
Hundreds of protesters gathered in Hong… [+549 chars]"
37,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong police fire pepper spray to break up protests,Hong Kong police fired pepper spray on Sunday to break up protesters in the Causeway Bay shopping district ahead of a series of planned anti-government demonstrations two days before China's National Day.,https://www.reuters.com/article/us-hongkong-protests-pepperspray-idUSKBN1WE04K,https://s1.reutersmedia.net/resources/r/?m=02&d=20190929&t=2&i=1435108154&w=1200&r=LYNXMPEF8S040,2019-09-29T06:28:08Z,"(Reuters) - Hong Kong police fired pepper spray on Sunday to break up protesters in the Causeway Bay shopping district ahead of a series of planned anti-government demonstrations two days before China’s National Day. 
Writing by Nick Macfie; Editing by Kim C… [+5 chars]"
38,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Andrew Jacobs,A Provocateur of the Hong Kong Protests Gains Growing Stature,"In a city roiled by political animus, Junius Ho, a pro-Beijing lawmaker, is gleefully fueling the divide by praising the police and demonizing the protesters.",https://www.nytimes.com/2019/10/05/world/asia/hong-kong-protests-junius-ho.html,https://static01.nyt.com/images/2019/10/06/world/05juniusho-1/00juniusho-1-facebookJumbo.jpg,2019-10-05T13:58:00Z,"Among those Mr. Ho thanked after his victory was the central liaison office, the Chinese government headquarters in Hong Kong.
During a recent visit to Tai Wan Tsuen, an indigenous village adjacent to the station where the July attacks took place, many peopl… [+1625 chars]"
39,"{'id': None, 'name': 'Straitstimes.com'}",ELIZABETH LAW,Hong Kong police fire tear gas as thousands march in protest against mask ban - The Straits Times,Hong Kong police fire tear gas as thousands march in protest against mask ban The Straits Times Hong Kong braces for more protests as lawmakers go to court ABS-CBN News Hong Kong lawmakers challenge mask ban as protests persist INQUIRER.net Hong Kong's gun-to…,https://www.straitstimes.com/asia/east-asia/hong-kong-police-fire-tear-gas-at-protesters-who-return-to-the-streets-over-new-anti,https://www.straitstimes.com/sites/default/files/media-youtube/fjDT27sMKJ4.jpg,2019-10-06T08:52:21Z,"HONG KONG - Police have fired multiple volleys of tear gas in several locations on Hong Kong Island and in Kowloon on Sunday (Oct 6) to disperse protesters, as thousands took to the streets to protest against a new law that bans face masks during demonstratio… [+9056 chars]"
40,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}","Joyu Wang, Wenxin Fan, Jing Yang","Hong Kong Student Shot by Police Is ‘The Bravest Type,’ Cousin Says - Wall Street Journal","Hong Kong Student Shot by Police Is ‘The Bravest Type,’ Cousin Says Wall Street Journal Hong Kong protester shot in the chest by police during clashes Al Jazeera English Protester Reported Shot As Hong Kong Marks China's National Day With Widespread Unrest | …",https://www.wsj.com/articles/student-shot-by-police-in-hong-kong-protest-is-the-bravest-type-cousin-says-11569958133,https://images.wsj.net/im-112627/social,2019-10-02T06:59:00Z,"HONG KONGThe high-school student shot in the chest by police during a street battle on Tuesday is a seasoned protester who is never afraid to speak his mind and would put his words into action, according to a cousin. 
Tsang Chi-kin, 
18 years old, became th… [+5450 chars]"
41,"{'id': None, 'name': 'Gizmodo.com'}",Dell Cameron,Digital Activists Take Aim at Video Game Companies Over China Censorship,A leading U.S. digital rights organization is joining the battle against top video game companies that might seek to censor gamers for expressing support for Hong Kongers who’ve been protesting Chinese influence over the past 27 weeks. Read more...,https://gizmodo.com/digital-activists-take-aim-at-video-game-companies-over-1838952179,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/uq1ulgocjxhaggravqwi.png",2019-10-10T21:30:00Z,"A leading U.S. digital rights organization is joining the battle against top video game companies that might seek to censor gamers for expressing support for Hong Kongers whove been protesting Chinese influence over the past 27 weeks.
On Thursday, Fight for … [+3401 chars]"
42,"{'id': 'cnn', 'name': 'CNN'}",Jessie Yeung,Vans faces Hong Kong boycott over sneaker design controversy,Skateboarding brand Vans is facing a boycott in Hong Kong after it removed a shoe alluding to the city's anti-government protests from a sneaker design competition.,https://www.cnn.com/style/article/vans-hong-kong-intl-hnk-scli/index.html,http://cdn.cnn.com/cnnnext/dam/assets/191007151606-01-vans-hong-kong-super-tease.jpg,2019-10-07T09:10:36Z,"Skateboarding brand Vans is facing a boycott in Hong Kong after it removed a shoe alluding to the city's anti-government protests from a sneaker design competition.
The company's decision to withdraw the proposed design was met with outrage on social media, … [+3893 chars]"
43,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Key dates in Hong Kong's protests,"A young demonstrator was shot and police fired tear gas and water cannon at petrol-bomb throwing protesters, as violence flared in Hong Kong as the city's Chinese rulers celebrated the 70th anniversary of the founding of the People's Republic.",https://www.reuters.com/article/us-china-anniversary-timeline-idUSKBN1WG3XO,https://s2.reutersmedia.net/resources/r/?m=02&d=20191001&t=2&i=1435892118&w=1200&r=LYNXMPEF902UH,2019-10-01T12:56:38Z,"HONG KONG (Reuters) - A young demonstrator was shot and police fired tear gas and water cannon at petrol-bomb throwing protesters, as violence flared in Hong Kong as the city’s Chinese rulers celebrated the 70th anniversary of the founding of the People’s Rep… [+4915 chars]"
44,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong police fire tear gas as protesters defy emergency law,"Hong Kong police fired tear gas on Sunday as protesters defied an emergency law and marched wearing masks through the Chinese-controlled city, witnesses said.",https://www.reuters.com/article/us-hongkong-protest-teargas-idUSKCN1WL03N,https://s3.reutersmedia.net/resources/r/?m=02&d=20191006&t=2&i=1437647186&w=1200&r=LYNXNPEF9505K,2019-10-06T08:02:29Z,"HONG KONG (Reuters) - Hong Kong police fired tear gas on Sunday as protesters defied an emergency law and marched wearing masks through the Chinese-controlled city, witnesses said. 
There was no obvious reason for the tear gas, as the rally at Pacific Place … [+455 chars]"
45,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,UK says use of live ammunition in Hong Kong is disproportionate,"Britain's Foreign Secretary Dominic Raab said on Tuesday that the use of live ammunition by Hong Kong police was disproportionate, after a teenage demonstrator was shot.",https://www.reuters.com/article/us-china-anniversary-hongkong-britain-idUSKBN1WG41B,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-10-01T13:49:02Z,"LONDON (Reuters) - Britain’s Foreign Secretary Dominic Raab said on Tuesday that the use of live ammunition by Hong Kong police was disproportionate, after a teenage demonstrator was shot. 
“Whilst there is no excuse for violence, the use of live ammunition … [+400 chars]"
46,"{'id': None, 'name': 'Abs-cbn.com'}","Poppy McPherson and Felix Tam, Reuters","Amid gleaming skyscrapers, Hong Kong's poor set aside hardships and join protests - ABS-CBN News","Amid gleaming skyscrapers, Hong Kong's poor set aside hardships and join protests ABS-CBN News Hong Kong police fire tear gas at protesters in shopping district Rappler Hong Kong leads global 'anti-China' rallies ahead of 70th anniversary ABS-CBN News Hong Ko…",https://news.abs-cbn.com/overseas/09/30/19/amid-gleaming-skyscrapers-hong-kongs-poor-set-aside-hardships-and-join-protests,https://sa.kapamilya.com/absnews/abscbnnews/media/2019/reuters/09/30/hk.jpg,2019-09-30T01:48:00Z,"HONG KONG - Just before midnight in Hong Kong's Mong Kok district, a slight man in his seventies peels away from a crowd of protesters jeering at police. Behind him, a young woman calls out, ""Be safe!""
They make an improbable pair: she a smartly dressed 24-y… [+6578 chars]"
47,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Alan Leong Kah-kit,Hong Kong’s Mask Ban Reveals Carrie Lam’s True Face,The city’s leader announced an emergency law to restore order. It was a deliberate provocation.,https://www.nytimes.com/2019/10/07/opinion/hong-kong-mask-protest.html,https://static01.nyt.com/images/2019/10/07/opinion/07leongSUB/07leongSUB-facebookJumbo.jpg,2019-10-07T06:06:27Z,"President Xi Jinping might well have given her the marching order. The Chinese Communist Party (C.C.P.) is haunted by the images of millions of peaceful marchers taking to the streets of Hong Kong to demand the freedom, the human rights protection, the rule o… [+2693 chars]"
48,"{'id': None, 'name': 'Youtube.com'}",,Hong Kong divided over unrest amid mass protests - Al Jazeera English,"Hong Kong divided over unrest amid mass protests Al Jazeera English Hong Kong Police Shot a Protester at Point-Blank Range, Here's What Happened | Visual Investigations The New York Times Man shot with live round in major escalation of Hong Kong protests CNN …",https://www.youtube.com/watch?v=auB-SLyA_Fc,,2019-10-02T13:47:48Z,"[[getSimpleString(data.title)]]
[[getSimpleString(data.description)]]
[[getSimpleString(data.videoCountText)]]"
49,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,Hong Kong leader Carrie Lam offers big spending amid continued protests - The Globe and Mail,Hong Kong leader Carrie Lam offers big spending amid continued protests The Globe and Mail Chaos as Hong Kong lawmakers thwart leader's annual address CBC.ca Pro-democracy lawmakers cause chaos as Hong Kong leader delivers annual address Global News Why China…,https://www.theglobeandmail.com/world/article-hong-kong-leader-offers-big-spending-amid-continued-protests/,https://www.theglobeandmail.com/resizer/7Yk-3GVMY_m33LswKaFPl1Feqws=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/YY4JIWUBCVBEVNDWUFDWTGRYYQ.jpg,2019-10-16T04:32:04Z,"Hong Kong's Chief Executive Carrie Lam speaks at a news conference in Hong Kong, on Oct. 16, 2019, after she tried twice to begin her annual policy address inside the city's legislature. 
ANTHONY WALLACE/AFP/Getty Images
Hong Kongs top political leader has … [+5975 chars]"
50,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hong Kong police change guidelines on use of force in protests,"Hong Kong police loosened guidelines on their use of force in the run-up to demonstrations on Oct. 1, giving them greater power to deal with protesters in difficult situations, according to police documents seen by Reuters.",https://www.reuters.com/article/us-hongkong-protests-police-idUSKBN1WJ0MB,https://s4.reutersmedia.net/resources/r/?m=02&d=20191004&t=2&i=1436931778&w=1200&r=LYNXMPEF930FV,2019-10-04T06:55:39Z,"HONG KONG (Reuters) - Hong Kong police loosened guidelines on their use of force in the run-up to demonstrations on Oct. 1, giving them greater power to deal with protesters in difficult situations, according to police documents seen by Reuters. 
On Tuesday,… [+1077 chars]"
